timestamp,latitude,longitude
1701862272.9534128,45.42416164614875,11.948366511073987
1701862273.9535995,45.424161886817494,11.948375035316545
1701862274.9535995,45.42417216992996,11.948383390382896
1701862275.9538023,45.42419652020053,11.948384499628572
1701862276.9541886,45.42419873310382,11.948392036549759
1701862277.954188,45.42420502446996,11.948390850335471
1701862278.9544559,45.42420597012462,11.948400960916743
1701862279.9541137,45.42421522556131,11.94840827544297
1701862280.954113,45.424227709906134,11.948410696675225
1701862281.954112,45.42424082774786,11.948407433939884
1701862282.954111,45.42425101877463,11.948411745486975
1701862283.9541104,45.42425621078518,11.948422694669896
1701862284.95411,45.424270098988295,11.948428146016004
1701862285.9541082,45.42427751103303,11.948434260811913
1701862286.9541068,45.42427996681244,11.948442506874388
1701862287.9541068,45.424282848352654,11.94844487895831
1701862288.9541054,45.424281572752214,11.948469613473172
1701862289.9541044,45.42428428662113,11.948481704485818
1701862290.954103,45.424283776828894,11.948496483947725
1701862291.954102,45.42429261965719,11.948498923422155
1701862292.954101,45.424302536277374,11.948493639644049
1701862293.9540997,45.424329681157054,11.948462109525185
1701862294.9540987,45.42433987509239,11.948462535478233
1701862295.9540982,45.42434669157611,11.948470467249193
1701862296.954096,45.42435020608507,11.948486140036625
1701862297.954095,45.424355589367536,11.948483944091599
1701862298.9540942,45.42436708962713,11.948496187955895
1701862299.9540927,45.42437660248523,11.948501572134411
1701862300.954092,45.42438275297732,11.948509329076172
1701862301.954091,45.42439465756552,11.948519497561941
1701862302.9540892,45.42440258462169,11.948526328957453
1701862303.9540877,45.42441532892754,11.948538326448718
1701862304.9540868,45.424426551373735,11.948535369407496
1701862305.9540858,45.42443439301575,11.948546461603387
1701862306.9540846,45.424440469037364,11.948551649537691
1701862307.954083,45.42444918403765,11.948559922170908
1701862308.9540818,45.424457973529066,11.948558935904522
1701862309.95408,45.42446632237231,11.948565249071182
1701862310.9540796,45.42447503932162,11.948572689238137
1701862311.9540782,45.42448452072719,11.948580547797281
1701862312.9540768,45.424485422411124,11.94858533199237
1701862313.9540758,45.42449892996837,11.948589683940213
1701862314.9540746,45.42450639546212,11.948594302431603
1701862315.954073,45.42450902094273,11.948603353907375
1701862316.954072,45.42452015351556,11.948607451205849
1701862317.9540706,45.424523071052164,11.948609224591522
1701862318.954069,45.424526451348946,11.948619805680101
1701862319.9540675,45.424528788639385,11.948631951409878
1701862320.9540665,45.42452429271736,11.948635136692435
1701862321.9540648,45.42451971521159,11.948652743214314
1701862322.9540641,45.42450826123452,11.94866243078966
1701862323.9540627,45.42449963636884,11.948680178944478
1701862324.954061,45.424492218683824,11.948689599805995
1701862325.95406,45.42448540018591,11.948703596778158
1701862326.9540586,45.424478181070796,11.948722106067105
1701862327.9540572,45.424471539633934,11.948735234773482
1701862328.9540558,45.42447016471512,11.94874449958512
1701862329.9540548,45.4244614806699,11.94875950413911
1701862330.954053,45.42446067044084,11.948773683169351
1701862331.9540517,45.42445995705328,11.948781746000288
1701862332.9540505,45.42445838982044,11.94879117266639
1701862333.9540489,45.42445176528495,11.948796066050548
1701862334.9540486,45.42443962799484,11.948813929510264
1701862335.9540472,45.42443542418739,11.948827185251387
1701862336.9540453,45.42443122364952,11.948839414615604
1701862337.9540439,45.42442776877997,11.948847547823892
1701862338.954043,45.42441850138164,11.948860961878106
1701862339.9540415,45.42441640771827,11.948870514546133
1701862340.9540405,45.42441443804167,11.948880352981371
1701862341.954039,45.42441149521565,11.94889865359561
1701862342.954037,45.42441047944484,11.948906962096089
1701862343.9540362,45.42440863652894,11.948911977722215
1701862344.9540353,45.42440144988478,11.948922689778701
1701862345.9540334,45.424397568091145,11.948928478662845
1701862346.9540324,45.42439211474989,11.948941629349939
1701862347.954031,45.42438726472925,11.948949677784904
1701862348.954029,45.424380450481394,11.94894665586895
1701862349.9540281,45.42437961219709,11.948958591205761
1701862350.9540265,45.424378606722485,11.94897183945005
1701862351.9540257,45.42437921369872,11.948980510314694
1701862352.954024,45.424383486610175,11.94898356845963
1701862353.9540224,45.42438726039093,11.948991679107753
1701862354.9540215,45.42439434801006,11.948995078507707
1701862355.9540195,45.42439477703425,11.948998259446928
1701862356.954019,45.42440029707256,11.949001264317662
1701862357.9540179,45.42440431489801,11.94901621418027
1701862358.9540162,45.42440616067816,11.949027604491299
1701862359.9540143,45.42441008719292,11.949027479602265
1701862360.9540133,45.424413301896294,11.949025978257685
1701862361.954012,45.42441561909095,11.949020250413994
1701862362.954011,45.42441558954489,11.949033667856384
1701862363.9540095,45.424414789599254,11.949028220922935
1701862364.9540076,45.42441326307322,11.949024609315686
1701862365.9540064,45.42440743603712,11.949011330103549
1701862366.9540048,45.424399679232124,11.94901396750327
1701862367.9540043,45.424393253219385,11.949003521966269
1701862368.9540026,45.42439195679716,11.948993446141545
1701862369.9540017,45.424390390392894,11.948980060521608
1701862370.9540002,45.42438644787366,11.948968227296469
1701862371.9539986,45.42438298509811,11.94896244538943
1701862372.9539976,45.42437975701224,11.948955001656248
1701862373.953996,45.42437754590698,11.948950549175095
1701862374.9539952,45.42437414589834,11.948940503809697
1701862375.953993,45.42437128390419,11.948933887752961
